Id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
6504,36,technician,divorced,tertiary,no,0,no,no,unknown,23,may,539,2,-1,0,unknown
6505,34,technician,married,unknown,no,4053,yes,no,unknown,23,may,123,2,-1,0,unknown
6506,24,blue-collar,single,secondary,no,-286,yes,no,unknown,23,may,327,2,-1,0,unknown
6507,30,self-employed,single,tertiary,no,253,yes,no,unknown,23,may,167,4,-1,0,unknown
6508,34,blue-collar,married,primary,no,157,yes,no,unknown,23,may,20,17,-1,0,unknown
6509,39,services,married,primary,no,1951,yes,no,unknown,23,may,208,2,-1,0,unknown
6510,36,blue-collar,single,primary,no,4519,yes,no,unknown,23,may,117,2,-1,0,unknown
6511,33,blue-collar,married,secondary,no,1134,yes,no,unknown,23,may,304,2,-1,0,unknown
6512,31,technician,single,tertiary,no,426,yes,no,unknown,23,may,82,7,-1,0,unknown
6513,43,admin.,single,secondary,no,-495,yes,yes,unknown,23,may,131,1,-1,0,unknown
6514,34,admin.,married,secondary,no,1049,yes,no,unknown,23,may,25,14,-1,0,unknown
6515,33,blue-collar,married,secondary,no,463,yes,no,unknown,23,may,76,4,-1,0,unknown
6516,33,blue-collar,divorced,secondary,no,3546,yes,no,unknown,23,may,777,2,-1,0,unknown
6517,53,self-employed,married,secondary,no,1,yes,yes,unknown,23,may,178,1,-1,0,unknown
6518,54,blue-collar,married,primary,no,-239,yes,no,unknown,23,may,29,1,-1,0,unknown
6519,31,entrepreneur,single,tertiary,no,1340,yes,no,unknown,23,may,199,2,-1,0,unknown
6520,46,technician,divorced,secondary,no,772,yes,no,unknown,23,may,488,1,-1,0,unknown
6521,54,blue-collar,married,secondary,no,-630,no,no,unknown,23,may,173,1,-1,0,unknown
6522,37,technician,married,secondary,no,507,yes,yes,unknown,23,may,157,1,-1,0,unknown
6523,32,blue-collar,married,secondary,no,736,yes,no,unknown,23,may,700,3,-1,0,unknown
6524,40,blue-collar,married,secondary,no,395,yes,yes,unknown,23,may,281,1,-1,0,unknown
6525,60,services,married,secondary,no,-46,no,no,unknown,23,may,132,2,-1,0,unknown
6526,33,management,single,tertiary,no,2599,yes,no,unknown,23,may,328,3,-1,0,unknown
6527,35,blue-collar,married,secondary,no,-461,no,no,unknown,23,may,339,1,-1,0,unknown
6528,33,blue-collar,married,secondary,no,0,no,no,unknown,23,may,211,3,-1,0,unknown
6529,39,technician,married,secondary,no,3643,yes,no,unknown,23,may,160,3,-1,0,unknown
6530,58,retired,married,primary,no,0,yes,no,unknown,23,may,138,6,-1,0,unknown
6531,43,blue-collar,married,secondary,no,-141,yes,yes,unknown,23,may,128,1,-1,0,unknown
6532,38,blue-collar,married,secondary,no,526,yes,yes,unknown,23,may,553,2,-1,0,unknown
6533,49,blue-collar,married,primary,no,23,yes,no,unknown,23,may,247,1,-1,0,unknown
6534,35,management,married,secondary,no,839,yes,no,unknown,23,may,50,3,-1,0,unknown
6535,53,blue-collar,married,primary,no,-1455,yes,no,unknown,23,may,169,2,-1,0,unknown
6536,40,services,single,secondary,yes,-306,yes,no,unknown,23,may,253,1,-1,0,unknown
6537,36,blue-collar,married,primary,no,655,yes,no,unknown,23,may,153,4,-1,0,unknown
6538,42,admin.,single,tertiary,no,3465,yes,no,unknown,23,may,373,9,-1,0,unknown
6539,36,management,single,tertiary,no,876,yes,no,unknown,23,may,241,2,-1,0,unknown
6540,35,blue-collar,married,secondary,no,154,yes,no,unknown,23,may,211,4,-1,0,unknown
6541,33,management,married,secondary,no,67,yes,yes,unknown,23,may,316,4,-1,0,unknown
6542,37,management,married,tertiary,no,5205,yes,no,unknown,23,may,493,2,-1,0,unknown
6543,44,management,divorced,tertiary,no,5773,no,no,unknown,23,may,597,6,-1,0,unknown
6544,35,technician,married,secondary,no,0,yes,yes,unknown,23,may,107,2,-1,0,unknown
6545,36,services,married,secondary,no,1694,yes,yes,unknown,23,may,164,6,-1,0,unknown
6546,31,self-employed,married,primary,no,1074,yes,no,unknown,23,may,1438,2,-1,0,unknown
6547,40,blue-collar,married,primary,no,278,yes,no,unknown,23,may,1015,3,-1,0,unknown
6548,38,blue-collar,married,secondary,no,1102,yes,no,unknown,23,may,159,3,-1,0,unknown
6549,46,blue-collar,married,secondary,no,0,yes,no,unknown,23,may,172,3,-1,0,unknown
6550,29,management,single,tertiary,no,0,yes,no,unknown,23,may,331,2,-1,0,unknown
6551,33,blue-collar,married,secondary,no,-346,yes,yes,unknown,23,may,29,3,-1,0,unknown
6552,32,technician,married,tertiary,no,415,no,no,unknown,23,may,76,2,-1,0,unknown
6553,48,management,divorced,tertiary,no,851,no,yes,unknown,23,may,937,3,-1,0,unknown
6554,32,technician,married,secondary,no,1247,yes,no,unknown,23,may,154,3,-1,0,unknown
6555,35,admin.,single,secondary,no,91,yes,no,unknown,23,may,185,4,-1,0,unknown
6556,32,admin.,married,tertiary,no,882,no,no,unknown,23,may,569,3,-1,0,unknown
6557,42,blue-collar,married,secondary,no,165,yes,no,unknown,23,may,333,2,-1,0,unknown
6558,32,management,married,tertiary,no,1501,yes,no,unknown,23,may,70,6,-1,0,unknown
6559,35,technician,single,tertiary,no,1529,no,no,unknown,23,may,95,4,-1,0,unknown
6560,39,blue-collar,married,secondary,no,293,yes,no,unknown,23,may,160,3,-1,0,unknown
6561,30,technician,single,secondary,no,1572,yes,yes,unknown,23,may,209,3,-1,0,unknown
6562,30,student,single,tertiary,no,-679,yes,no,unknown,23,may,372,3,-1,0,unknown
6563,32,admin.,married,secondary,no,497,yes,no,unknown,23,may,92,3,-1,0,unknown
6564,28,blue-collar,single,secondary,no,-303,yes,no,unknown,23,may,277,2,-1,0,unknown
6565,30,blue-collar,married,primary,no,9194,yes,no,unknown,23,may,178,2,-1,0,unknown
6566,44,blue-collar,single,primary,no,97,yes,no,unknown,23,may,95,14,-1,0,unknown
6567,34,services,married,secondary,no,70,yes,yes,unknown,23,may,138,4,-1,0,unknown
6568,38,admin.,married,secondary,no,1839,no,no,unknown,23,may,63,2,-1,0,unknown
6569,27,admin.,single,secondary,no,1492,yes,no,unknown,23,may,67,13,-1,0,unknown
6570,31,management,single,tertiary,no,357,yes,no,unknown,23,may,77,3,-1,0,unknown
6571,37,admin.,single,secondary,no,192,yes,no,unknown,23,may,105,2,-1,0,unknown
6572,45,admin.,divorced,secondary,no,875,yes,yes,unknown,23,may,292,2,-1,0,unknown
6573,33,management,married,tertiary,no,0,yes,no,unknown,23,may,57,5,-1,0,unknown
6574,39,admin.,married,secondary,no,-288,no,no,unknown,23,may,151,9,-1,0,unknown
6575,32,admin.,single,secondary,no,1581,no,no,unknown,23,may,331,3,-1,0,unknown
6576,31,blue-collar,married,secondary,no,2910,yes,no,unknown,23,may,1392,2,-1,0,unknown
6577,38,technician,single,secondary,no,372,no,no,unknown,23,may,59,3,-1,0,unknown
6578,32,self-employed,married,tertiary,no,9,yes,no,unknown,23,may,98,2,-1,0,unknown
6579,32,blue-collar,married,secondary,no,1780,yes,no,unknown,23,may,100,4,-1,0,unknown
6580,33,blue-collar,married,primary,no,2665,yes,no,unknown,23,may,358,2,-1,0,unknown
6581,49,blue-collar,married,secondary,no,188,yes,no,unknown,23,may,181,16,-1,0,unknown
6582,32,admin.,married,secondary,no,506,yes,no,unknown,23,may,188,6,-1,0,unknown
6583,32,blue-collar,married,secondary,no,38,yes,no,unknown,23,may,368,5,-1,0,unknown
6584,31,services,married,secondary,no,-331,yes,no,unknown,23,may,203,5,-1,0,unknown
6585,39,self-employed,married,secondary,no,31,yes,no,unknown,23,may,146,4,-1,0,unknown
6586,37,services,married,secondary,no,-21,yes,yes,unknown,23,may,61,2,-1,0,unknown
6587,33,entrepreneur,married,secondary,no,1847,yes,no,unknown,23,may,129,6,-1,0,unknown
6588,35,blue-collar,married,primary,no,208,yes,no,unknown,23,may,247,3,-1,0,unknown
6589,37,blue-collar,married,primary,no,5,yes,no,unknown,23,may,266,2,-1,0,unknown
6590,31,blue-collar,married,primary,no,-848,yes,no,unknown,23,may,559,3,-1,0,unknown
6591,35,management,married,tertiary,no,317,yes,no,unknown,23,may,162,3,-1,0,unknown
6592,38,management,married,tertiary,no,5779,yes,no,unknown,23,may,75,3,-1,0,unknown
6593,31,blue-collar,married,secondary,no,489,yes,no,unknown,23,may,204,4,-1,0,unknown
6594,30,blue-collar,single,secondary,yes,4,yes,no,unknown,23,may,84,3,-1,0,unknown
6595,31,blue-collar,married,secondary,no,631,yes,no,unknown,23,may,248,4,-1,0,unknown
6596,44,admin.,married,secondary,no,0,yes,no,unknown,23,may,82,2,-1,0,unknown
6597,51,admin.,married,secondary,no,3,no,yes,unknown,23,may,259,2,-1,0,unknown
6598,31,blue-collar,single,tertiary,no,2197,yes,no,unknown,23,may,146,3,-1,0,unknown
6599,35,management,divorced,tertiary,no,178,yes,no,unknown,23,may,703,2,-1,0,unknown
6600,34,blue-collar,married,primary,no,358,yes,no,unknown,23,may,100,4,-1,0,unknown
6601,32,blue-collar,married,secondary,no,3144,yes,no,unknown,23,may,348,2,-1,0,unknown
6602,31,services,married,secondary,no,309,yes,no,unknown,23,may,146,6,-1,0,unknown
6603,34,blue-collar,married,unknown,no,391,yes,yes,unknown,23,may,34,2,-1,0,unknown
6604,32,blue-collar,married,primary,no,1903,yes,no,unknown,23,may,297,3,-1,0,unknown
6605,50,entrepreneur,married,tertiary,no,1605,yes,no,unknown,23,may,22,2,-1,0,unknown
6606,36,blue-collar,married,secondary,no,141,yes,no,unknown,23,may,106,3,-1,0,unknown
6607,58,retired,married,secondary,no,-205,yes,no,unknown,23,may,253,2,-1,0,unknown
6608,30,blue-collar,married,secondary,no,2150,yes,no,unknown,23,may,465,4,-1,0,unknown
6609,36,blue-collar,married,primary,no,111,yes,no,unknown,23,may,163,3,-1,0,unknown
6610,31,unemployed,married,secondary,no,57,yes,yes,unknown,23,may,104,5,-1,0,unknown
6611,37,technician,single,tertiary,no,876,yes,no,unknown,23,may,213,4,-1,0,unknown
6612,33,blue-collar,married,secondary,yes,2,no,no,unknown,23,may,74,4,-1,0,unknown
6613,31,blue-collar,married,unknown,no,-357,yes,no,unknown,23,may,245,4,-1,0,unknown
6614,37,blue-collar,married,secondary,no,13849,yes,no,unknown,23,may,252,5,-1,0,unknown
6615,37,entrepreneur,married,tertiary,no,0,no,no,unknown,23,may,118,3,-1,0,unknown
6616,40,technician,married,secondary,no,5517,yes,no,unknown,23,may,146,13,-1,0,unknown
6617,58,blue-collar,married,unknown,no,5505,yes,no,unknown,23,may,317,4,-1,0,unknown
6618,46,blue-collar,married,secondary,no,4707,yes,no,unknown,23,may,93,8,-1,0,unknown
6619,32,blue-collar,married,secondary,no,523,yes,no,unknown,23,may,116,5,-1,0,unknown
6620,26,technician,single,secondary,yes,-516,yes,no,unknown,23,may,386,2,-1,0,unknown
6621,49,self-employed,married,secondary,no,1878,yes,yes,unknown,23,may,283,11,-1,0,unknown
6622,30,admin.,single,tertiary,no,253,yes,no,unknown,23,may,146,4,-1,0,unknown
6623,33,management,divorced,tertiary,no,471,no,no,unknown,23,may,215,4,-1,0,unknown
6624,44,blue-collar,married,primary,no,-315,yes,no,unknown,23,may,90,3,-1,0,unknown
6625,34,management,married,secondary,no,240,yes,no,unknown,23,may,260,3,-1,0,unknown
6626,31,admin.,married,secondary,no,1098,yes,no,unknown,23,may,427,2,-1,0,unknown
6627,26,technician,single,secondary,no,-211,yes,no,unknown,23,may,164,3,-1,0,unknown
6628,31,management,single,tertiary,no,9874,yes,no,unknown,23,may,1222,5,-1,0,unknown
6629,29,services,single,secondary,no,1008,yes,no,unknown,23,may,426,9,-1,0,unknown
6630,36,admin.,married,secondary,no,165,yes,no,unknown,23,may,456,4,-1,0,unknown
6631,52,blue-collar,married,secondary,no,3622,yes,yes,unknown,23,may,40,7,-1,0,unknown
6632,31,blue-collar,married,unknown,no,92,yes,no,unknown,23,may,98,17,-1,0,unknown
6633,53,admin.,married,secondary,no,7598,yes,no,unknown,23,may,27,7,-1,0,unknown
6634,35,blue-collar,married,secondary,no,0,yes,no,unknown,23,may,100,4,-1,0,unknown
6635,46,admin.,married,secondary,no,-143,yes,no,unknown,23,may,1034,9,-1,0,unknown
6636,39,management,married,tertiary,no,540,yes,yes,unknown,23,may,1066,2,-1,0,unknown
6637,31,blue-collar,married,secondary,no,1495,yes,yes,unknown,23,may,159,3,-1,0,unknown
6638,38,admin.,married,secondary,no,0,yes,no,unknown,23,may,353,2,-1,0,unknown
6639,53,blue-collar,married,primary,no,3316,yes,no,unknown,23,may,331,6,-1,0,unknown
6640,27,admin.,married,secondary,no,3,yes,no,unknown,23,may,159,5,-1,0,unknown
6641,34,student,married,tertiary,no,387,yes,no,unknown,26,may,52,3,-1,0,unknown
6642,40,services,married,primary,no,33,no,no,unknown,26,may,70,3,-1,0,unknown
6643,37,blue-collar,married,secondary,no,152,yes,no,unknown,26,may,159,3,-1,0,unknown
6644,32,admin.,married,secondary,no,41,yes,yes,unknown,26,may,117,2,-1,0,unknown
6645,60,retired,divorced,secondary,no,1718,yes,no,unknown,26,may,146,6,-1,0,unknown
6646,49,technician,married,unknown,no,-287,yes,no,unknown,26,may,49,1,-1,0,unknown
6647,30,management,single,tertiary,no,2317,yes,no,unknown,26,may,260,5,-1,0,unknown
6648,41,management,divorced,secondary,no,71,yes,no,unknown,26,may,60,3,-1,0,unknown
6649,38,technician,single,secondary,no,283,yes,no,unknown,26,may,193,1,-1,0,unknown
6650,44,services,married,secondary,no,-627,yes,no,unknown,26,may,373,2,-1,0,unknown
6651,56,blue-collar,divorced,primary,no,-216,yes,no,unknown,26,may,336,1,-1,0,unknown
6652,49,admin.,divorced,primary,no,-347,yes,no,unknown,26,may,200,2,-1,0,unknown
6653,50,technician,married,tertiary,no,199,yes,yes,unknown,26,may,79,1,-1,0,unknown
6654,31,services,single,secondary,no,31,yes,yes,unknown,26,may,501,2,-1,0,unknown
6655,52,admin.,divorced,secondary,no,0,yes,no,unknown,26,may,206,1,-1,0,unknown
6656,58,retired,married,secondary,no,674,yes,no,unknown,26,may,80,1,-1,0,unknown
6657,37,technician,married,secondary,no,-796,yes,yes,unknown,26,may,299,1,-1,0,unknown
6658,43,blue-collar,married,secondary,no,470,yes,yes,unknown,26,may,185,1,-1,0,unknown
6659,47,services,married,secondary,no,4063,yes,yes,unknown,26,may,207,1,-1,0,unknown
6660,53,admin.,divorced,secondary,no,-372,yes,no,unknown,26,may,104,1,-1,0,unknown
6661,32,blue-collar,married,primary,no,1156,yes,no,unknown,26,may,185,5,-1,0,unknown
6662,37,technician,married,secondary,yes,-886,yes,no,unknown,26,may,224,1,-1,0,unknown
6663,42,technician,married,secondary,no,-245,no,yes,unknown,26,may,63,1,-1,0,unknown
6664,33,unemployed,single,tertiary,no,157,yes,no,unknown,26,may,897,5,-1,0,unknown
6665,37,services,single,secondary,no,510,yes,no,unknown,26,may,322,1,-1,0,unknown
6666,40,blue-collar,divorced,secondary,no,-426,no,yes,unknown,26,may,245,1,-1,0,unknown
6667,34,blue-collar,married,secondary,no,-436,yes,no,unknown,26,may,317,1,-1,0,unknown
6668,41,blue-collar,divorced,primary,no,320,yes,no,unknown,26,may,511,1,-1,0,unknown
6669,59,retired,married,secondary,no,0,no,yes,unknown,26,may,155,1,-1,0,unknown
6670,30,technician,married,tertiary,no,541,yes,no,unknown,26,may,414,2,-1,0,unknown
6671,32,technician,married,secondary,no,1337,no,no,unknown,26,may,368,6,-1,0,unknown
6672,42,technician,divorced,secondary,no,-280,yes,no,unknown,26,may,258,1,-1,0,unknown
6673,36,services,married,secondary,no,247,yes,no,unknown,26,may,247,1,-1,0,unknown
6674,44,technician,married,primary,no,-1379,yes,yes,unknown,26,may,140,1,-1,0,unknown
6675,49,blue-collar,married,primary,no,383,yes,yes,unknown,26,may,31,1,-1,0,unknown
6676,56,blue-collar,married,primary,no,-85,yes,yes,unknown,26,may,118,1,-1,0,unknown
6677,43,entrepreneur,single,tertiary,no,0,yes,no,unknown,26,may,142,3,-1,0,unknown
6678,50,services,married,secondary,no,683,yes,yes,unknown,26,may,129,3,-1,0,unknown
6679,58,retired,married,secondary,no,295,yes,yes,unknown,26,may,136,2,-1,0,unknown
6680,43,services,married,secondary,no,978,yes,yes,unknown,26,may,82,2,-1,0,unknown
6681,33,admin.,married,secondary,no,105,yes,no,unknown,26,may,122,4,-1,0,unknown
6682,34,blue-collar,married,primary,no,503,yes,no,unknown,26,may,120,2,-1,0,unknown
6683,36,technician,married,secondary,no,-8,yes,no,unknown,26,may,180,2,-1,0,unknown
6684,59,admin.,married,secondary,no,-396,yes,no,unknown,26,may,204,1,-1,0,unknown
6685,46,admin.,divorced,secondary,no,-454,yes,no,unknown,26,may,120,1,-1,0,unknown
6686,51,blue-collar,divorced,primary,no,-380,yes,no,unknown,26,may,181,1,-1,0,unknown
6687,35,blue-collar,married,secondary,no,1098,yes,no,unknown,26,may,19,17,-1,0,unknown
6688,37,admin.,single,secondary,no,155,yes,no,unknown,26,may,460,1,-1,0,unknown
6689,44,blue-collar,married,secondary,no,-54,yes,yes,unknown,26,may,437,1,-1,0,unknown
6690,48,admin.,divorced,secondary,no,238,yes,no,unknown,26,may,76,2,-1,0,unknown
6691,44,technician,divorced,secondary,no,106,yes,no,unknown,26,may,95,1,-1,0,unknown
6692,30,blue-collar,married,secondary,no,0,yes,no,unknown,26,may,30,1,-1,0,unknown
6693,35,unknown,divorced,primary,no,3888,no,no,unknown,26,may,422,5,-1,0,unknown
6694,42,admin.,single,unknown,no,-138,yes,no,unknown,26,may,109,1,-1,0,unknown
6695,46,blue-collar,married,secondary,no,1728,yes,no,unknown,26,may,50,2,-1,0,unknown
6696,50,admin.,single,secondary,no,1651,yes,no,unknown,26,may,41,2,-1,0,unknown
6697,37,services,married,primary,no,0,yes,no,unknown,26,may,581,1,-1,0,unknown
6698,56,technician,married,secondary,no,463,no,no,unknown,26,may,131,2,-1,0,unknown
6699,54,blue-collar,married,unknown,no,-361,yes,no,unknown,26,may,227,1,-1,0,unknown
6700,33,services,single,secondary,no,-27,yes,no,unknown,26,may,165,1,-1,0,unknown
6701,36,admin.,married,secondary,no,0,no,no,unknown,26,may,80,1,-1,0,unknown
6702,39,blue-collar,married,unknown,no,0,yes,no,unknown,26,may,470,1,-1,0,unknown
6703,35,blue-collar,married,primary,no,-239,yes,no,unknown,26,may,281,1,-1,0,unknown
6704,25,self-employed,married,tertiary,no,1182,yes,no,unknown,26,may,141,2,-1,0,unknown
6705,37,blue-collar,married,primary,no,0,yes,no,unknown,26,may,24,1,-1,0,unknown
6706,44,technician,divorced,secondary,no,1262,yes,no,unknown,26,may,788,11,-1,0,unknown
6707,37,technician,single,secondary,no,435,yes,no,unknown,26,may,210,1,-1,0,unknown
6708,29,student,married,tertiary,no,149,yes,no,unknown,26,may,367,4,-1,0,unknown
6709,32,services,married,secondary,no,241,yes,no,unknown,26,may,266,1,-1,0,unknown
6710,59,technician,divorced,secondary,no,879,yes,no,unknown,26,may,228,1,-1,0,unknown
6711,46,technician,married,primary,no,-171,yes,no,unknown,26,may,135,1,-1,0,unknown
6712,34,blue-collar,married,secondary,no,241,yes,yes,unknown,26,may,85,1,-1,0,unknown
6713,35,technician,single,secondary,no,103,yes,no,unknown,26,may,290,2,-1,0,unknown
6714,53,management,married,secondary,no,1925,yes,no,unknown,26,may,153,1,-1,0,unknown
6715,48,admin.,divorced,secondary,no,-212,yes,yes,unknown,26,may,76,1,-1,0,unknown
6716,35,blue-collar,divorced,primary,no,-587,yes,no,unknown,26,may,111,1,-1,0,unknown
6717,39,blue-collar,married,primary,no,259,yes,no,unknown,26,may,168,1,-1,0,unknown
6718,36,technician,divorced,secondary,no,19,yes,yes,unknown,26,may,109,1,-1,0,unknown
6719,32,admin.,married,secondary,no,86,yes,no,unknown,26,may,1099,1,-1,0,unknown
6720,30,admin.,married,secondary,no,214,yes,yes,unknown,26,may,219,1,-1,0,unknown
6721,31,management,divorced,tertiary,no,895,yes,no,unknown,26,may,202,1,-1,0,unknown
6722,48,management,single,tertiary,no,145,yes,no,unknown,26,may,14,38,-1,0,unknown
6723,43,technician,married,secondary,no,-1701,yes,no,unknown,26,may,285,1,-1,0,unknown
6724,42,unemployed,divorced,secondary,no,193,yes,no,unknown,26,may,262,1,-1,0,unknown
6725,37,admin.,married,secondary,no,-255,yes,no,unknown,26,may,96,2,-1,0,unknown
6726,40,services,single,secondary,no,19343,yes,no,unknown,26,may,168,4,-1,0,unknown
6727,46,blue-collar,married,secondary,no,0,yes,no,unknown,26,may,208,2,-1,0,unknown
6728,43,services,married,secondary,no,0,no,no,unknown,26,may,483,1,-1,0,unknown
6729,53,technician,married,secondary,no,137,no,yes,unknown,26,may,129,1,-1,0,unknown
6730,30,admin.,married,secondary,no,-170,yes,yes,unknown,26,may,130,1,-1,0,unknown
6731,40,services,married,secondary,no,-342,yes,no,unknown,26,may,754,1,-1,0,unknown
6732,38,unemployed,married,secondary,no,-673,yes,no,unknown,26,may,364,1,-1,0,unknown
6733,40,blue-collar,married,secondary,no,193,yes,yes,unknown,26,may,258,1,-1,0,unknown
6734,40,management,married,tertiary,no,655,yes,no,unknown,26,may,227,1,-1,0,unknown
6735,38,services,married,secondary,no,25,yes,yes,unknown,26,may,266,3,-1,0,unknown
6736,49,admin.,married,primary,no,305,yes,yes,unknown,26,may,232,1,-1,0,unknown
6737,36,admin.,divorced,tertiary,no,125,yes,no,unknown,26,may,172,1,-1,0,unknown
6738,45,technician,single,tertiary,no,591,yes,no,unknown,26,may,164,1,-1,0,unknown
6739,46,blue-collar,married,primary,no,537,no,no,unknown,26,may,222,5,-1,0,unknown
6740,42,blue-collar,single,primary,no,-68,yes,yes,unknown,26,may,167,1,-1,0,unknown
6741,35,services,married,secondary,no,-197,yes,no,unknown,26,may,103,1,-1,0,unknown
6742,34,services,married,secondary,no,-538,yes,no,unknown,26,may,682,1,-1,0,unknown
6743,47,technician,single,unknown,no,-213,yes,no,unknown,26,may,168,1,-1,0,unknown
6744,29,services,married,secondary,no,340,yes,yes,unknown,26,may,297,1,-1,0,unknown
6745,34,services,married,secondary,no,-694,yes,no,unknown,26,may,62,1,-1,0,unknown
6746,36,technician,divorced,secondary,no,160,yes,no,unknown,26,may,142,1,-1,0,unknown
6747,57,technician,married,secondary,no,3284,yes,no,unknown,26,may,63,1,-1,0,unknown
6748,47,management,single,tertiary,no,191,yes,no,unknown,26,may,212,1,-1,0,unknown
6749,53,technician,divorced,secondary,no,1252,yes,no,unknown,26,may,149,1,-1,0,unknown
6750,40,blue-collar,married,primary,no,669,yes,no,unknown,26,may,161,3,-1,0,unknown
6751,34,admin.,married,secondary,no,2064,yes,no,unknown,26,may,165,2,-1,0,unknown
6752,33,blue-collar,divorced,primary,no,-53,yes,no,unknown,26,may,369,1,-1,0,unknown
6753,30,technician,single,secondary,no,-754,yes,yes,unknown,26,may,974,1,-1,0,unknown
6754,31,management,married,secondary,no,89,yes,no,unknown,26,may,167,1,-1,0,unknown
6755,54,retired,married,secondary,no,153,yes,yes,unknown,26,may,74,1,-1,0,unknown
6756,35,admin.,married,secondary,no,788,yes,no,unknown,26,may,223,1,-1,0,unknown
6757,35,unemployed,single,secondary,no,947,yes,no,unknown,26,may,140,2,-1,0,unknown
6758,32,blue-collar,married,secondary,no,358,no,no,unknown,26,may,396,1,-1,0,unknown
6759,29,technician,single,secondary,no,1395,yes,no,unknown,26,may,61,1,-1,0,unknown
6760,34,blue-collar,married,secondary,no,-563,yes,no,unknown,26,may,252,1,-1,0,unknown
6761,39,unemployed,single,tertiary,no,97,yes,yes,unknown,26,may,379,1,-1,0,unknown
6762,41,blue-collar,married,secondary,yes,-651,yes,yes,unknown,26,may,374,1,-1,0,unknown
6763,36,retired,single,secondary,no,101,yes,yes,unknown,26,may,314,1,-1,0,unknown
6764,29,admin.,married,secondary,no,494,yes,no,unknown,26,may,341,2,-1,0,unknown
6765,44,retired,married,secondary,no,902,no,no,unknown,26,may,206,1,-1,0,unknown
6766,43,technician,married,tertiary,no,527,yes,no,unknown,26,may,166,12,-1,0,unknown
6767,38,services,single,secondary,no,322,yes,no,unknown,26,may,61,1,-1,0,unknown
6768,39,management,married,tertiary,no,-606,yes,no,unknown,26,may,142,1,-1,0,unknown
6769,31,admin.,single,secondary,no,747,yes,no,unknown,26,may,543,2,-1,0,unknown
6770,54,blue-collar,married,secondary,no,682,yes,yes,unknown,26,may,133,1,-1,0,unknown
6771,32,technician,divorced,secondary,no,18,no,no,unknown,26,may,52,1,-1,0,unknown
6772,58,retired,married,secondary,no,0,yes,no,unknown,26,may,77,1,-1,0,unknown
6773,32,blue-collar,single,primary,no,405,yes,no,unknown,26,may,200,1,-1,0,unknown
6774,31,admin.,married,secondary,no,298,yes,yes,unknown,26,may,518,1,-1,0,unknown
6775,33,services,single,tertiary,no,1595,yes,no,unknown,26,may,296,1,-1,0,unknown
6776,28,management,single,tertiary,no,1107,yes,no,unknown,26,may,144,1,-1,0,unknown
6777,31,management,single,tertiary,no,682,yes,no,unknown,26,may,473,5,-1,0,unknown
6778,34,technician,married,secondary,no,-287,yes,yes,unknown,26,may,199,1,-1,0,unknown
6779,31,management,married,tertiary,no,2229,yes,no,unknown,26,may,90,4,-1,0,unknown
6780,28,management,single,tertiary,no,7544,yes,no,unknown,26,may,470,1,-1,0,unknown
6781,37,services,married,secondary,no,3429,yes,yes,unknown,26,may,81,8,-1,0,unknown
6782,32,blue-collar,single,secondary,no,-204,yes,yes,unknown,26,may,202,2,-1,0,unknown
6783,50,blue-collar,married,primary,no,14,yes,yes,unknown,26,may,68,1,-1,0,unknown
6784,45,blue-collar,married,secondary,no,61,yes,no,unknown,26,may,745,4,-1,0,unknown
6785,34,admin.,married,secondary,no,635,yes,no,unknown,26,may,247,1,-1,0,unknown
6786,56,unemployed,married,primary,no,0,yes,no,unknown,26,may,250,1,-1,0,unknown
6787,26,blue-collar,married,secondary,no,245,yes,no,unknown,26,may,16,11,-1,0,unknown
6788,37,unemployed,married,secondary,no,-476,yes,no,unknown,26,may,149,2,-1,0,unknown
6789,33,management,single,secondary,no,-424,yes,no,unknown,26,may,863,1,-1,0,unknown
6790,47,technician,married,secondary,no,-545,yes,yes,unknown,26,may,140,5,-1,0,unknown
6791,33,management,married,tertiary,no,9725,yes,no,unknown,26,may,131,4,-1,0,unknown
6792,27,technician,single,secondary,no,162,no,no,unknown,26,may,265,9,-1,0,unknown
6793,34,blue-collar,single,primary,no,-175,yes,no,unknown,26,may,40,1,-1,0,unknown
6794,44,services,married,secondary,no,-75,yes,no,unknown,26,may,104,1,-1,0,unknown
6795,37,technician,divorced,secondary,no,695,yes,no,unknown,26,may,80,2,-1,0,unknown
6796,45,blue-collar,married,primary,no,18,yes,no,unknown,26,may,90,2,-1,0,unknown
6797,55,blue-collar,married,secondary,no,-473,yes,no,unknown,26,may,233,1,-1,0,unknown
6798,31,self-employed,single,secondary,no,360,yes,no,unknown,26,may,592,4,-1,0,unknown
6799,34,blue-collar,married,primary,no,-367,yes,no,unknown,26,may,85,1,-1,0,unknown
6800,58,technician,divorced,secondary,no,0,yes,no,unknown,26,may,273,2,-1,0,unknown
6801,39,technician,married,secondary,no,-72,yes,no,unknown,26,may,207,2,-1,0,unknown
6802,31,blue-collar,married,secondary,no,-110,yes,no,unknown,26,may,440,1,-1,0,unknown
6803,40,technician,married,secondary,no,-396,yes,no,unknown,26,may,127,1,-1,0,unknown
6804,37,blue-collar,married,secondary,no,125,no,no,unknown,26,may,679,2,-1,0,unknown
6805,36,management,married,tertiary,no,605,yes,no,unknown,26,may,204,1,-1,0,unknown
6806,28,technician,married,secondary,no,880,yes,no,unknown,26,may,188,1,-1,0,unknown
